Survey_feedback,sentiment_label,Very Poisitve,Poisitve But Critical,Neutral,Negative,Very Negative
"The only questionable thing is I originally had 4 people for our room but 1 person got sick and did not come. When you do pricing on line it changes for each addâ€™l person but when I asked at the desk she said it didnâ€™t matter. When I got home did the same test and yes, it does matter. ðŸ˜¡",Negative,,,,,
"I wish there was a FULL LENGTH mirror in the room. Seriously, it's hard to stand on the edge of the tub to look in the mirror that way (and not safe either).  Towel bars would be super useful also, as there is no where to put hand towels in use. Also, while the layout and amenities are super nice, attention to detail is needed - finishes are worn out in the bar area, and it just looks old and grungy.",Positive,,,,,
The room was very cold,Negative,,,,,
Will be back,Neutral,,,,,
The front part of the room was dark / insufficient lighting.,Negative,,,,,
Bathroom shower could have been cleaner. There were long hairs on the shower wall.,Positive,,,,,
I booked this hotel because I was told the pool was so warm. I took my daughter and my granddaughter there to swim. I was very disappointed because the pool and the pool room was on the cold side.,Negative,,,,,
"My daughter arrived at the hotel a couple hours before we did, and the clerk allowed her to go ahead and get to the room, which was much appreciated.
The hotel was full of fairly young children, and they were running around and very loud. It was difficult to get to sleep on Saturday night because of the amount of noise in the hotel.
The bathroom in our room was very dated and somewhat worn looking. The showerhead could use a good soak in CLR - lots of hard water buildup on there.
The water that came out of the faucet in the bar area was disgusting - my husband filled a glass and it looked more like milk than water.
Overall, it was ok. Just not sure it was worth the amount we paid for the room.......",Positive,,,,,
Need a hair dryer in the bathroom,Neutral,,,,,
"The rooms are dated and have a cold feel about them. When the furnace kicked in, it was difficult to hear anything else. In addition, I attended a conference and was told that I should check for the availability of one bed once I arrived. I was moved to a room with one king bed and then told it was a $10 upgrade per night. After discussing this other conference attendees, I found out that all the rooms are the same or very similar, and they all received the conference rate. Poor practice in my opinion.",Positive,,,,,
I had an office chair with fecal skid marks on it.  The front office was quick to send housekeeping to switch out chairs but there should have been some other compensation or intervention because of the seriousness of the issue.,Negative,,,,,
"The room was fantastic.  The hotel staff was great.  Parking was convenient, and access to the convention center was simple and convenient.",Positive,,,,,
EXCELLENT. BETTER THAN EXPECTED.,Positive,,,,,
Difficult to control room temp and room was too warm. Not enough bartenders on duty to meet needs of crowd on Thurs night given there was a conference there,Negative,,,,,
Room 430. Great room. Couldnâ€™t sleep due to the extremely loud heat system. Loud and very low vibrations hurt ears,Negative,,,,,
"Always a favorite place to stay in Green Bay. Room and 95 % of hotel looked immaculate. Sandwich/ wrap options in the snack bar or ""grab and go"" area could be brought up a notch. Variety and amount of what's between the bread. Pool area was other 5% that needed cleaning up. (same empty beverage glasses that were on the ledge, in 2 different spots, we're there on Saturday night and still there Monday morning..)",Positive,,,,,
Elevators are a disaster,Negative,,,,,
Buffett did not have the variety it did in the past.,Positive,,,,,
"Emma was very cordial, pleasant, and helpful.",Positive,,,,,
"It was a cold day, but I could not get my room to heat up, and the lobby during breakfast with client was also a bit cool for my taste.",Positive,,,,,
"I've been staying at the Green Bay Hyatt Regency now, at least once a year, since 2010 (back when it was the Hotel Sierra). While I'm not particularly fond of the added parking lot gates, I wouldn't really mind them if they happened to work. This is the 4th or 5th year now where I have stayed at the hotel since the gates have been added, and every single year, the same thing happens. When leaving the hotel (I come and go often during my stay), the gate never accepts my validated ticket, so I have to then press the silver help button in order to have a staff member lift the gate for me. It has become such a joke now that on my most recent visit (this past weekend) I didn't even bother to validate my ticket each time I walked past the front desk. I would leave and simply press the help button to have the gate lifted. During checkout yesterday morning, we saw several people on their way out hung up at the gate, who we then helped out by advising them to just press the silver call button. When I checked in on Friday, I even joked with the front desk staff how those gates have never worked. They pretended to not have any idea what I was talking about and assured me that they were now working. An hour later, upon my way out, sure enough, no go! I love your hotel. I've given it positive reviews on TripAdvisor each year I've stayed at your location (even though I am still bummed you took away from the free breakfast I enjoyed my first year when it was Hotel Sierra -- and sort of miffed that I now have to pay $7 a night to park). When I drove past your hotel this past summer (I was only in town for the day), I noticed the gates were permanently up. I couldn't help but laugh to myself and think ""still can't get those f****** gates figured out."" I'm not really upset about the gates... I just find it to be more humerus than anything. I plan to be back at this time next year and possibly for a short visit this summer. Fix the gates. Please. I'm begging you! And while I'm at it, I would be pleasantly surprised upon a future stay if your elevators were to be a bit faster. In the words of Tim Taylor from the show ""Home Improvement,"" those elevators could use some MORREEEE POWERRRRRRRR. Thank you.",Positive,,,,,
